CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME,pop.2016,area.km2,pop.km2
493174239,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",27758,15.974223819747692,1737.6744130556717
493174259,L5L,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,44860,18.20621566030261,2463.9936622202117
493174268,R1A,ST ANDREWS,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,21390,444.83328575860463,48.08543039561927
493174277,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,37975,6.65016789211803,5710.382146142365
493174323,N0R,BELLE RIVER,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,46403,791.9880952642548,58.59052715245319
493174390,S4V,REGINA,47,4705,Regina,475,Regina,28386,28.752921581100154,987.2388070177419
493174440,M6S,TORONTO,35,3595,Toronto,3595,Toronto Public Health,34299,8.466839222711622,4050.980430571501
493174462,K2G,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health,49222,28.737178984874713,1712.8334004498874
493174509,P3B,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit,15548,24.92401856048284,623.815937316442
493174514,N0G,MOUNT FOREST,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,83818,5621.0975253595725,14.9113228549861
493174540,L1G,OSHAWA,35,3530,Durham,3530,Durham Region Health Department,41124,19.89490379764015,2067.062018408853
493174632,M5N,TORONTO,35,3595,Toronto,3595,Toronto Public Health,16610,2.7538017063288796,6031.661597792731
493174640,L1B,NEWCASTLE,35,3530,Durham,3530,Durham Region Health Department,11977,73.82391651760021,162.23739629344357
493174651,L7M,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,47925,37.55963940889104,1275.9707162858251
493174657,L4J,THORNHILL,35,3570,York,3570,York Region Public Health,77214,22.504484085557703,3431.0495502339572
493174686,L3R,MARKHAM,35,3570,York,3570,York Region Public Health,62298,19.637646716691805,3172.3760437673686
493174701,H4K,MONTREAL,24,2406,Montréal,2406,Région de Montréal,11257,4.4255528960353345,2543.6369792539754
493174723,T1H,LETHBRIDGE,48,4831,South,4831,South Zone,27385,38.88624025666218,704.233678011807
493174735,L4X,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,19592,6.400672675784292,3060.9282793232883
493174752,N9G,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,19787,9.981091527395508,1982.4485073290648
493174765,K0K,QUINTE WEST,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit,111372,5728.320995286494,19.442346211331667
493174770,J0R,SAINT-SAUVEUR,24,2415,Laurentides,2415,Région des Laurentides,35633,260.0758488671294,137.0100305553731
493174815,V4N,SURREY,59,5902,Fraser,591,Fraser,78675,73.08467902233808,1076.4910108718307
493174844,M2H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,24497,7.681249914041321,3189.1945027357456
493174879,L1G,OSHAWA,35,3530,Durham,3530,Durham Region Health Department,41124,19.89490379764015,2067.062018408853
493174903,R0G,ALTONA,46,4605,Southern Health,4605,Southern Health—Santé Sud,44069,9800.985439728565,4.496384600406107
493174949,L3T,THORNHILL,35,3570,York,3570,York Region Public Health,50669,24.35656415516932,2080.3016253524515
493174952,M6H,TORONTO,35,3595,Toronto,3595,Toronto Public Health,44950,4.659969055934274,9645.98679958144
493175071,L5N,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,84829,32.94049179483127,2575.2195968522433
493175074,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,32759,16.419811186637098,1995.0899329865736
493175093,K1R,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,18730,4.269871346420967,4386.549026986399
493175100,G0N,ADSTOCK,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches,19489,1752.0056732049486,11.123822427097922
493175107,V7K,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,12391,7.792587068443934,1590.1009371043579
493175120,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,34588,6.140955711511095,5632.348061909241
493175138,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,23.60039904500313,3014.86427684217
493175151,K6A,HAWKESBURY,35,3558,Eastern,3558,Eastern Ontario Health Unit,12538,88.23506984032188,142.0976945186295
493175162,P3C,SUDBURY,35,3561,Sudbury,3561,Sudbury and District Health Unit,16249,10.888144705810577,1492.3570947150017
493175197,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,47109,32.18375145450807,1463.7510504823797
493175238,M5R,TORONTO,35,3595,Toronto,3595,Toronto Public Health,26496,2.9151153007774506,9089.177362189967
493175276,L6B,MARKHAM,35,3570,York,3570,York Region Public Health,29411,33.45045528267084,879.2406486388394
493175278,N6A,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,11317,6.234834331704557,1815.124411959478
493175288,M6G,TORONTO,35,3595,Toronto,3595,Toronto Public Health,32086,3.82144574675875,8396.298711610521
493175302,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39174,1266.1040237434522,30.94058565912728
493175336,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,24162,49.54775629929833,487.6507395016426
493175376,T2H,CALGARY,48,4832,Calgary,4832,Calgary Zone,9372,6.104671878458997,1535.2176474988162
493175392,L1C,BOWMANVILLE,35,3530,Durham,3530,Durham Region Health Department,43531,186.9956502873414,232.79151110258107
493175398,P0H,CORBEIL,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit,31187,20774.987844495652,1.501180180389998
493175399,M1T,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,34588,6.140955711511095,5632.348061909241
493175404,L2T,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department,10684,11.284065673477832,946.8218556288421
493175409,K8N,BELLEVILLE,35,3538,Hastings Prince Edward,3538,Hastings and Prince Edward Counties Health Unit,28462,202.1928601580084,140.7665927360526
493175437,J6W,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière,32007,18.320934491670823,1747.0178726173178
493175463,M9W,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health,40684,27.497897299741958,1479.531309486045
493175509,M1R,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health,29858,10.426291370414113,2863.722002314817
493175526,N2N,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",26490,10.209182166351257,2594.7230217234414
493175534,N5Z,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,23755,10.517621720467478,2258.590452418758
493175541,T3K,CALGARY,48,4832,Calgary,4832,Calgary Zone,80792,41.55836022914207,1944.061304501279
493175543,L7G,GEORGETOWN,35,3536,Halton,3536,Halton Region Health Department,46057,127.64877256167195,360.8103632782534
493175629,J6W,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière,32007,18.320934491670823,1747.0178726173178
493175632,L3V,ORILLIA,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,44915,566.8151456110755,79.24100184651516
493175635,K1C,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,37662,19.015034066475767,1980.643309306479
493175637,L5N,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,84829,32.94049179483127,2575.2195968522433
493175641,N8A,WALLACEBURG,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit,13975,392.24716759014876,35.62804566788408
493175673,R2R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,21377,17.5840346460529,1215.7050660042069
493175718,K4A,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,54524,27.593206200172947,1975.993641494922
493175736,N2T,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",20701,7.176309718266199,2884.6302365279425
493175792,K1E,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health,14803,6.301129954002105,2349.2611814168363
493175811,M6E,YORK,35,3595,Toronto,3595,Toronto Public Health,38041,5.010059287514336,7592.924118643206
493175814,L3P,MARKHAM,35,3570,York,3570,York Region Public Health,37764,44.362920907194905,851.2514331281403
493175845,K1H,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health,15796,7.292639230529309,2166.0196673205655
493175883,K7A,SMITHS FALLS,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",16626,458.71763499105907,36.244518919191016
493175902,L0G,MOUNT ALBERT,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,39873,643.787690022277,61.935014629776894
493175954,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone,43987,42.096778154276016,1044.9018173979184
493175981,L0R,BEAMSVILLE,35,3546,Niagara,3546,Niagara Region Public Health Department,97999,1145.3355658959624,85.56357011697114
493176015,L5C,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health,29687,12.307242520068895,2412.1569028635517
493176077,K0E,PRESCOTT,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",38903,2152.5498068009724,18.072984828079765
493176084,N8Y,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,18935,7.983485339029684,2371.771124502543
493176090,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services,23560,91.35428809188943,257.89703463401725
493176096,N0C,MARKDALE,35,3533,Grey Bruce,3533,Grey Bruce Health Unit,15438,1314.0595462069166,11.748326051557086
493176125,L7M,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,47925,37.55963940889104,1275.9707162858251
493176127,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health,43047,267.3049852503078,161.04076757001084
493176137,M4X,TORONTO,35,3595,Toronto,3595,Toronto Public Health,20822,1.1588530981756882,17967.764881311363
493176140,H3E,VERDUN,24,2406,Montréal,2406,Région de Montréal,20461,3.795946618861263,5390.2233235666645
493176143,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,24162,49.54775629929833,487.6507395016426
493176146,L3R,MARKHAM,35,3570,York,3570,York Region Public Health,62298,19.637646716691805,3172.3760437673686
493176170,P0P,MASSEY,35,3561,Sudbury,3561,Sudbury and District Health Unit,19461,5172.863794047468,3.762132693769013
493176186,L4S,RICHMOND HILL,35,3570,York,3570,York Region Public Health,35803,11.396006489774381,3141.714602578191
493176276,H1N,MONTREAL,24,2406,Montréal,2406,Région de Montréal,23870,8.720973229100084,2737.0798387903255
493176282,T3H,CALGARY,48,4832,Calgary,4832,Calgary Zone,71251,38.232095515010265,1863.643596831521
493176290,N5L,PORT STANLEY,35,3575,Southwestern,3575,Southwestern Public Health,2795,61.518424425842255,45.43354330163721
493176302,P7G,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit,12432,4393.045900416237,2.829927180779532
493176337,T5M,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,15261,13.428415718883175,1136.4706246426247
493176355,N8N,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,24162,49.54775629929833,487.6507395016426
493176364,N9J,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit,19358,50.44619571758921,383.73557658085986
493176372,M4N,TORONTO,35,3595,Toronto,3595,Toronto Public Health,15330,4.893642713760278,3132.635726938965
493176379,J9Y,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue,10201,1421.1787438158296,7.177844479020681
493176417,V7S,WEST VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,10521,69.54853121277652,151.27566055726024
493176419,M6R,TORONTO,35,3595,Toronto,3595,Toronto Public Health,19857,2.3466548388690107,8461.832422517766
493176450,M2K,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,23852,5.737660242146333,4157.0952258193465
493176459,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,75897,9.55494918864651,7943.2133548321945
493176484,V2Y,LANGLEY,59,5902,Fraser,591,Fraser,35222,41.63045379381959,846.0633212033115
493176497,M3M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,24046,4.998411001790399,4810.7288479052395
493176510,M9M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,22263,6.5130149992780275,3418.2325700874126
493176531,L1N,WHITBY,35,3530,Durham,3530,Durham Region Health Department,47572,36.179425168050514,1314.8909851118942
493176560,L8K,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,31449,11.844644950365351,2655.1239088876146
493176561,V2K,PRINCE GEORGE,59,5905,Northern,594,Northern,20924,1638.408413240055,12.770930514584872
493176570,P3Y,LIVELY,35,3561,Sudbury,3561,Sudbury and District Health Unit,7455,127.25286440999368,58.5841429547776
493176582,M4C,EAST YORK,35,3595,Toronto,3595,Toronto Public Health,46866,4.977064162286787,9416.394579584185
493176634,V2P,CHILLIWACK,59,5902,Fraser,591,Fraser,36329,102.17768763247871,355.54729062445807
493176646,K6V,BROCKVILLE,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",27782,191.684001644332,144.93645667701188
493176653,K6J,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit,17644,25.642736416396982,688.0700917986945
493176663,N3A,NEW HAMBURG,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",16123,198.7013853194859,81.14186005334749
493176677,S7N,SASKATOON,47,4704,Saskatoon,474,Saskatoon,27214,16.310696347337796,1668.4756690012086
493176679,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone,61344,44.35744914328562,1382.9469724880614
493176692,K0A,CARP,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",103474,3410.4523831815786,30.34025647455898
493176697,M5T,TORONTO,35,3595,Toronto,3595,Toronto Public Health,17748,1.5183448089836202,11689.044474608181
493176700,S4X,REGINA,47,4705,Regina,475,Regina,27895,14.53877946238165,1918.6617468252332
493176709,M3C,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,39153,9.891752713725838,3958.145854745351
493176714,N1L,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit,14311,12.311657799346664,1162.3942309994543
493176716,V7M,NORTH VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,20181,3.7301504467223943,5410.2375462449845
493176725,R2V,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,35235,19.881493036973136,1772.2512054036542
493176731,H9G,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,15512,4.126555697614982,3759.067158348412
493176732,M4Y,TORONTO,35,3595,Toronto,3595,Toronto Public Health,30472,0.9725658872633297,31331.553367293327
493176767,N7L,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit,24724,26.346108638300525,938.4308073510942
493176797,L7E,BOLTON,35,3553,Peel,3553,Peel Public Health,33934,137.89851389761884,246.07951921217878
493176803,K9A,COBOURG,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit",25677,179.77392781927136,142.8293875061425
493176812,L3P,MARKHAM,35,3570,York,3570,York Region Public Health,37764,44.362920907194905,851.2514331281403
493176842,S6H,MOOSE JAW,47,4706,South,476,South,27471,46.334317547932045,592.8866864518233
493176844,S0K,WARMAN,47,4703,Central,473,Central,89853,34153.32291139317,2.6308713864566906
493176845,K4K,ROCKLAND,35,3558,Eastern,3558,Eastern Ontario Health Unit,15368,65.61227707246101,234.22445745981136
493176856,P2N,KIRKLAND LAKE,35,3563,Timiskaming,3563,Timiskaming Health Unit,7188,22.48060830455691,319.74223751511937
493176893,R3X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,17962,17.847747643049143,1006.4015000231893
493176925,S7T,SASKATOON,47,4704,Saskatoon,474,Saskatoon,13202,117.48274480318335,112.37394923073226
493176947,M3J,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,25473,13.143767439541138,1938.0288122998993
493176950,L0R,BEAMSVILLE,35,3546,Niagara,3546,Niagara Region Public Health Department,97999,1145.3355658959624,85.56357011697114
493176959,V1M,LANGLEY,59,5902,Fraser,591,Fraser,31176,73.2198631590303,425.78610031388763
493176966,K7H,PERTH,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",15009,686.5319961496864,21.862054622618853
493176976,R3X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,17962,17.847747643049143,1006.4015000231893
493176985,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone,37348,26.877153541002535,1389.5816736330962
493177028,T5G,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,12793,9.10518632172145,1405.0234172013434
493177049,S7S,SASKATOON,47,4704,Saskatoon,474,Saskatoon,5906,2.6274537159404514,2247.803629867577
493177070,S0A,CANORA,47,4703,Central,473,Central,52641,34728.094639319446,1.5158044386460352
493177080,N0B,PUSLINCH,35,3575,Southwestern,3575,Southwestern Public Health,80222,1981.7237483388346,40.48091973830636
493177119,T2G,CALGARY,48,4832,Calgary,4832,Calgary Zone,14370,15.15101171645094,948.4515139274218
493177170,M4P,TORONTO,35,3595,Toronto,3595,Toronto Public Health,20039,2.033912187914125,9852.44108328539
493177180,K0J,COBDEN,35,3557,Renfrew,3557,Renfrew County and District Health Unit,33702,7602.296169936639,4.4331343118773665
493177214,T5A,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,35049,13.26960068413029,2641.3002798129914
493177220,K2W,KANATA,35,3551,Ottawa,3551,Ottawa Public Health,8660,70.62190668551726,122.62483988946087
493177239,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39174,1266.1040237434522,30.94058565912728
493177254,V3L,NEW WESTMINSTER,59,5902,Fraser,591,Fraser,27724,7.751981894229032,3576.3757421362334
493177275,N2H,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health",21058,11.525919921846967,1827.0125198497446
493177316,L9Y,COLLINGWOOD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit,24766,187.80644554480295,131.869808451765
493177333,T4G,RED DEER COUNTY,48,4833,Central,4833,Central Zone,12696,1124.4176962092336,11.29117768494948
493177357,R3L,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,20078,5.6817080764984516,3533.7964798032635
493177378,H1M,MONTREAL,24,2406,Montréal,2406,Région de Montréal,29359,4.937802074527087,5945.762822583736
493177404,M5R,TORONTO,35,3595,Toronto,3595,Toronto Public Health,26496,2.9151153007774506,9089.177362189967
493177476,L1J,OSHAWA,35,3530,Durham,3530,Durham Region Health Department,41793,23.36184526563659,1788.9425909979025
493177539,R3P,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority,19605,19.274631584086958,1017.140063843596
493177548,P0W,EMO,35,3549,Northwestern,3549,Northwestern Health Unit,6410,14656.616673925551,0.4373451351431967
493177573,L8M,HAMILTON,35,3537,Hamilton,3537,Hamilton Public Health Services,13533,3.278550290442621,4127.739031318313
493177585,M2R,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,40792,7.111053884891966,5736.421163488305
493177589,T1A,MEDICINE HAT,48,4831,South,4831,South Zone,25409,1640.0871579826623,15.492469333918535
493177596,S7K,SASKATOON,47,4704,Saskatoon,474,Saskatoon,39174,1266.1040237434522,30.94058565912728
493177598,H8R,LASALLE,24,2406,Montréal,2406,Région de Montréal,29913,7.062494429663393,4235.472367151402
493177602,L7T,BURLINGTON,35,3536,Halton,3536,Halton Region Health Department,17728,14.156462522528441,1252.2902506037685
493177627,S9H,SWIFT CURRENT,47,4706,South,476,South,18070,1785.90520850945,10.118118203530837
493177637,P7A,THUNDER BAY,35,3562,Thunder Bay,3562,Thunder Bay District Health Unit,28418,434.5480436439359,65.39668148474145
493177647,N0B,PUSLINCH,35,3575,Southwestern,3575,Southwestern Public Health,80222,1981.7237483388346,40.48091973830636
493177656,R0G,ALTONA,46,4605,Southern Health,4605,Southern Health—Santé Sud,44069,9800.985439728565,4.496384600406107
493177663,K9J,PETERBOROUGH,35,3555,Peterborough,3555,Peterborough Public Health,43047,267.3049852503078,161.04076757001084
493177676,L6V,BRAMPTON,35,3553,Peel,3553,Peel Public Health,41853,8.703810563014965,4808.583516034417
493177738,V1T,VERNON,59,5901,Interior,592,Interior,27997,24.13930549676507,1159.8096723930978
493177762,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal,28820,6.644781664138728,4337.238069918666
493177852,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health,71152,23.60039904500313,3014.86427684217
493177857,V3J,COQUITLAM,59,5902,Fraser,591,Fraser,40921,14.230915634039567,2875.500147166864
493177921,H4N,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal,29755,5.344504829545015,5567.4007132543065
493178023,T5P,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,21557,7.076032674193561,3046.48112757009
493178230,H7G,LAVAL,24,2413,Laval,2413,Région de Laval,21157,5.729433961556756,3692.6858991584204
493178251,T2E,CALGARY,48,4832,Calgary,4832,Calgary Zone,34729,51.05848203669362,680.1808164810247
493178426,J0P,RIGAUD,24,2416,Montérégie,2416,Région de la Montérégie,39721,588.0234949049753,67.55002197049782
493178478,J2J,GRANBY,24,2405,Estrie,2405,Région de l'Estrie,18115,79.28488960379491,228.47985398636337
493178694,J6T,SALABERRY-DE-VALLEYFIELD,24,2416,Montérégie,2416,Région de la Montérégie,17227,11.75088193297128,1466.01762304015
493179297,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière,139128,12156.545269230472,11.444698877743498
493179302,H1R,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal,30903,4.631988226332414,6671.649082421966
493179360,H9G,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,15512,4.126555697614982,3759.067158348412
493179377,J5A,SAINT-CONSTANT,24,2416,Montérégie,2416,Région de la Montérégie,27312,107.8366915573592,253.27186512832256
493179405,G0M,SAINT-COME-LINIERE,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches,34021,3039.808239885419,11.191824389976116
493179842,G7A,LEVIS,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches,22834,95.45584177174302,239.2100847489394
493179847,J0R,SAINT-SAUVEUR,24,2415,Laurentides,2415,Région des Laurentides,35633,260.0758488671294,137.0100305553731
493179927,M2N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health,75897,9.55494918864651,7943.2133548321945
493179939,H8N,LASALLE,24,2406,Montréal,2406,Région de Montréal,29465,8.053371412910602,3658.7161437461796
493179946,H4G,VERDUN,24,2406,Montréal,2406,Région de Montréal,29488,2.784564646100351,10589.806216672516
493180197,J4T,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie,17836,4.333867877556862,4115.492327849808
493180405,H3N,MONTREAL,24,2406,Montréal,2406,Région de Montréal,28277,1.6658492790891781,16974.524859452333
493180604,H9E,L'ILE-BIZARD,24,2406,Montréal,2406,Région de Montréal,3098,13.367129145349478,231.7625547201223
493181221,J2C,DRUMMONDVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,29763,27.405239556072868,1086.0331995676595
493181276,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal,34821,6.179133718658414,5635.255941274593
493181368,G0S,SAINT-APOLLINAIRE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,68020,3466.8278799811465,19.62024142957161
493181376,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal,23861,15.149111483897551,1575.075873285544
493181423,H9H,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal,25449,9.042139630524183,2814.488720577819
493181498,J2K,COWANSVILLE,24,2405,Estrie,2405,Région de l'Estrie,16665,141.41199198728688,117.84714836276548
493181620,J3L,CHAMBLY,24,2416,Montérégie,2416,Région de la Montérégie,48606,172.35436942310074,282.0119975066052
493181636,J5W,L'ASSOMPTION,24,2414,Lanaudière,2414,Région de Lanaudière,25868,137.21663411151044,188.51941798089956
493181910,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,15691,4.5066462438170465,3481.746547452549
493182017,H2C,MONTREAL,24,2406,Montréal,2406,Région de Montréal,18692,2.671198624095656,6997.607677462864
493182145,H9A,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,15691,4.5066462438170465,3481.746547452549
493182192,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie,17657,5.437660054933373,3247.1687861363284
493182257,G0C,BONAVENTURE,24,2411,Gaspésie-Îles-de-la-Madeleine,2411,Région de la Gaspésie—Îles-de-la-Madeleine,47114,10432.495528745576,4.516081494612927
493182305,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal,20338,2.658134288980205,7651.231197880032
493182521,J6Y,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière,19967,39.12930675645896,510.2824878619682
493182692,H2R,MONTREAL,24,2406,Montréal,2406,Région de Montréal,22436,2.1906516343038853,10241.701441100835
493183026,H3G,MONTREAL,24,2406,Montréal,2406,Région de Montréal,7457,0.95923176432826,7773.929385274329
493183596,J4V,GREENFIELD PARK,24,2416,Montérégie,2416,Région de la Montérégie,16543,4.77592879707,3463.8288598751765
493183675,H2E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,24297,1.915392523346383,12685.128350376299
493184409,J0T,VAL-DAVID,24,2414,Lanaudière,2414,Région de Lanaudière,46277,5786.602453575279,7.997266162877241
493184841,H1W,MONTREAL,24,2406,Montréal,2406,Région de Montréal,28889,3.142255018664261,9193.71592324814
493185171,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,69914,31.76048098906467,2201.2890807312338
493185391,J7R,SAINT-EUSTACHE,24,2415,Laurentides,2415,Région des Laurentides,36714,65.23589869571983,562.78829193793
493185536,H9G,DOLLARD-DES-ORMEAUX,24,2406,Montréal,2406,Région de Montréal,15512,4.126555697614982,3759.067158348412
493185699,H4E,MONTREAL,24,2406,Montréal,2406,Région de Montréal,30513,4.582653106074394,6658.370008315584
493185780,G6P,VICTORIAVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec,29233,30.481612746601183,959.0371822849036
493186339,T6R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone,45145,20.812676390887173,2169.110745399699
493186347,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority,33556,124.54197693700166,269.4352605063751
493186525,K7K,KINGSTON,35,3541,Kingston Frontenac Lennox & Addington,3541,"Kingston, Frontenac and Lennox and Addington Health Unit",31621,30.92953623283289,1022.3560987776174
493186949,N5W,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit,23250,17.745466679763844,1310.1937762230443
493187444,N5A,STRATFORD,35,3539,Huron Perth,3539,Huron Perth Health Unit,31302,174.03460821362512,179.86077781481956
493187695,H2G,MONTREAL,24,2406,Montréal,2406,Région de Montréal,21981,2.0051564792843686,10962.236726704203
493187921,H8N,LASALLE,24,2406,Montréal,2406,Région de Montréal,29465,8.053371412910602,3658.7161437461796
493188016,K0A,CARP,35,3543,Leeds Grenville and Lanark,3543,"Leeds, Grenville and Lanark District Health Unit",103474,3410.4523831815786,30.34025647455898
493188677,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal,24742,5.706919927533101,4335.438435123636
493188885,H1T,MONTREAL,24,2406,Montréal,2406,Région de Montréal,31338,4.136152881139957,7576.605822017633
