CID,FSA,Comm_Name,PR,HR,health_region,HR_UID,HR_NAME
492859681,L3T,THORNHILL,35,3570,York,3570,York Region Public Health
492859697,A0A,HOLYROOD,10,1011,Eastern,1011,Eastern Regional Health Authority
492859702,V9T,NANAIMO,59,5904,Island,593,Vancouver Island
492859707,S7C,RM OF DUNDURN,47,4704,Saskatoon,474,Saskatoon
492859715,L2P,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
492859728,P3P,HANMER,35,3561,Sudbury,3561,Sudbury and District Health Unit
492859759,E1A,DIEPPE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492859791,R2X,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492859830,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone
492859848,T1B,MEDICINE HAT,48,4831,South,4831,South Zone
492859853,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492859896,T0H,HIGH LEVEL,48,4835,North,4835,North Zone
492859919,S4V,REGINA,47,4705,Regina,475,Regina
492859938,N4X,ST MARYS,35,3539,Huron Perth,3539,Huron Perth Health Unit
492859951,T2J,CALGARY,48,4832,Calgary,4832,Calgary Zone
492859954,L5A,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492859959,S0K,WARMAN,47,4703,Central,473,Central
492859978,N6G,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492859990,L6H,OAKVILLE,35,3536,Halton,3536,Halton Region Health Department
492859992,S4T,REGINA,47,4705,Regina,475,Regina
492860005,E7H,PERTH-ANDOVER,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
492860039,J3B,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie
492860047,M8V,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492860053,H3S,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492860056,H1P,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
492860074,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services
492860078,S0K,WARMAN,47,4703,Central,473,Central
492860095,N2M,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492860131,T2Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
492860147,M6J,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492860185,T0A,ST PAUL,48,4835,North,4835,North Zone
492860207,T7A,DRAYTON VALLEY,48,4833,Central,4833,Central Zone
492860217,V0X,HOPE,59,5901,Interior,592,Interior
492860234,T2E,CALGARY,48,4832,Calgary,4832,Calgary Zone
492860308,N5Y,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492860313,K4A,ORLEANS,35,3551,Ottawa,3551,Ottawa Public Health
492860340,K1T,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health
492860356,N5V,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492860405,N0E,WATERFORD,35,3534,Haldimand-Norfolk,3534,Haldimand-Norfolk Health Unit
492860448,M1H,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492860453,V8W,VICTORIA,59,5904,Island,593,Vancouver Island
492860468,H9J,KIRKLAND,24,2406,Montréal,2406,Région de Montréal
492860469,T3A,CALGARY,48,4832,Calgary,4832,Calgary Zone
492860472,S7V,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492860491,N1H,GUELPH,35,3566,Wellington Dufferin Guelph,3566,Wellington-Dufferin-Guelph Health Unit
492860511,V6H,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492860512,C0B,O'LEARY,11,1100,Prince Edward Island,1100,Prince Edward Island
492860532,L4N,BARRIE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
492860541,K6J,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
492860550,V2A,PENTICTON,59,5901,Interior,592,Interior
492860553,L4B,RICHMOND HILL,35,3570,York,3570,York Region Public Health
492860563,V9L,DUNCAN,59,5904,Island,593,Vancouver Island
492860566,B4N,KENTVILLE,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492860568,V2S,ABBOTSFORD,59,5902,Fraser,591,Fraser
492860570,N0K,MITCHELL,35,3539,Huron Perth,3539,Huron Perth Health Unit
492860597,V3A,LANGLEY,59,5902,Fraser,591,Fraser
492860599,V8T,VICTORIA,59,5904,Island,593,Vancouver Island
492860647,V6G,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492860679,T3R,CALGARY,48,4832,Calgary,4832,Calgary Zone
492860680,T0L,DE WINTON,48,4832,Calgary,4832,Calgary Zone
492860699,P1L,BRACEBRIDGE,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
492860708,M3B,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492860732,E4L,SACKVILLE,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492860739,T8V,GRANDE PRAIRIE,48,4835,North,4835,North Zone
492860753,R2L,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492860758,V1X,KELOWNA,59,5901,Interior,592,Interior
492860824,L5L,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492860838,V2Y,LANGLEY,59,5902,Fraser,591,Fraser
492860853,V3E,COQUITLAM,59,5902,Fraser,591,Fraser
492860869,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
492860945,H2E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492860954,T4B,AIRDRIE,48,4832,Calgary,4832,Calgary Zone
492860974,N9E,WINDSOR,35,3568,Windsor-Essex,3568,Windsor-Essex County Health Unit
492860989,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492861019,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
492861025,N6M,LONDON,35,3544,Middlesex-London,3544,Middlesex-London Health Unit
492861047,V5E,BURNABY,59,5902,Fraser,591,Fraser
492861083,V3R,SURREY,59,5902,Fraser,591,Fraser
492861084,V0E,ARMSTRONG,59,5901,Interior,592,Interior
492861093,G1C,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
492861197,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492861205,N4T,WOODSTOCK,35,3575,Southwestern,3575,Southwestern Public Health
492861218,T1K,LETHBRIDGE,48,4831,South,4831,South Zone
492861225,J3Z,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie
492861285,T5R,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492861290,L6V,BRAMPTON,35,3553,Peel,3553,Peel Public Health
492861302,V6M,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492861317,K1A,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492861335,H7G,LAVAL,24,2413,Laval,2413,Région de Laval
492861403,L9R,ALLISTON,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
492861427,K4R,RUSSELL,35,3558,Eastern,3558,Eastern Ontario Health Unit
492861429,N2L,WATERLOO,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492861433,V4N,SURREY,59,5902,Fraser,591,Fraser
492861449,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern
492861465,L2M,ST CATHARINES,35,3546,Niagara,3546,Niagara Region Public Health Department
492861474,B0E,BADDECK,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern
492861521,M5S,TORONTO,35,3595,Toronto,3595,Toronto Public Health
492861651,L2E,NIAGARA FALLS,35,3546,Niagara,3546,Niagara Region Public Health Department
492861700,L0J,KLEINBURG,35,3570,York,3570,York Region Public Health
492861710,N7L,CHATHAM,35,3540,Chatham-Kent,3540,Chatham-Kent Health Unit
492861736,R3E,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492861813,T2P,CALGARY,48,4832,Calgary,4832,Calgary Zone
492861862,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone
492861863,T1P,STRATHMORE,48,4832,Calgary,4832,Calgary Zone
492861906,N4K,OWEN SOUND,35,3533,Grey Bruce,3533,Grey Bruce Health Unit
492861952,S4V,REGINA,47,4705,Regina,475,Regina
492861990,K6H,CORNWALL,35,3558,Eastern,3558,Eastern Ontario Health Unit
492862059,M3H,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492862096,L3R,MARKHAM,35,3570,York,3570,York Region Public Health
492862098,S0E,TISDALE,47,4702,North,472,North
492862148,V6E,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492862151,B3S,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492862260,V8L,NORTH SAANICH,59,5904,Island,593,Vancouver Island
492862263,V0K,100 MILE HOUSE,59,5901,Interior,592,Interior
492862318,T5C,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492862328,R3J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492862337,L9G,ANCASTER,35,3537,Hamilton,3537,Hamilton Public Health Services
492862385,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492862417,B0J,HUBBARDS,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492862419,H2V,OUTREMONT,24,2406,Montréal,2406,Région de Montréal
492862421,T1K,LETHBRIDGE,48,4831,South,4831,South Zone
492862533,E3C,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
492862590,T1Y,CALGARY,48,4832,Calgary,4832,Calgary Zone
492862606,B4N,KENTVILLE,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492862612,T4X,BEAUMONT,48,4834,Edmonton,4834,Edmonton Zone
492862641,M1E,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492862655,L3X,NEWMARKET,35,3570,York,3570,York Region Public Health
492862667,L5B,MISSISSAUGA,35,3553,Peel,3553,Peel Public Health
492862788,T4P,RED DEER,48,4833,Central,4833,Central Zone
492862802,R2E,EAST ST PAUL,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492862840,M5M,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492862853,P1B,NORTH BAY,35,3547,North Bay Parry Sound,3547,North Bay Parry Sound District Health Unit
492862862,L4C,RICHMOND HILL,35,3570,York,3570,York Region Public Health
492862866,K2H,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
492862876,T6G,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492862885,R0C,GIMLI,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
492862947,L1A,PORT HOPE,35,3535,Haliburton Kawartha Pineridge,3535,"Haliburton, Kawartha, Pine Ridge District Health Unit"
492862950,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492862958,M4G,EAST YORK,35,3595,Toronto,3595,Toronto Public Health
492862964,K0C,ALEXANDRIA,35,3558,Eastern,3558,Eastern Ontario Health Unit
492862976,V2S,ABBOTSFORD,59,5902,Fraser,591,Fraser
492862981,B1A,GLACE BAY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern
492862983,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492862986,A1G,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority
492863016,C1E,CHARLOTTETOWN,11,1100,Prince Edward Island,1100,Prince Edward Island
492863034,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492863061,M1J,SCARBOROUGH,35,3595,Toronto,3595,Toronto Public Health
492863106,V6K,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492863120,J0G,PIERREVILLE,24,2416,Montérégie,2416,Région de la Montérégie
492863132,H7M,LAVAL,24,2413,Laval,2413,Région de Laval
492863150,L3Z,BRADFORD,35,3560,Simcoe Muskoka,3560,Simcoe Muskoka District Health Unit
492863154,V2N,PRINCE GEORGE,59,5905,Northern,594,Northern
492863156,V5R,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492863160,V3T,SURREY,59,5902,Fraser,591,Fraser
492863162,N0M,PARKHILL,35,3539,Huron Perth,3539,Huron Perth Health Unit
492863186,K1V,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492863207,K2E,NEPEAN,35,3551,Ottawa,3551,Ottawa Public Health
492863237,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone
492863250,V5A,BURNABY,59,5902,Fraser,591,Fraser
492863262,M8X,ETOBICOKE,35,3595,Toronto,3595,Toronto Public Health
492863287,R6M,MORDEN,46,4605,Southern Health,4605,Southern Health—Santé Sud
492863333,M9N,NORTH YORK,35,3595,Toronto,3595,Toronto Public Health
492863348,R2R,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492863357,T2X,CALGARY,48,4832,Calgary,4832,Calgary Zone
492863369,N2H,KITCHENER,35,3565,Waterloo,3565,"Region of Waterloo, Public Health"
492863390,S4R,REGINA,47,4705,Regina,475,Regina
492863438,V9P,PARKSVILLE,59,5904,Island,593,Vancouver Island
492863487,R2C,WINNIPEG,46,4603,Interlake-Eastern,4603,Interlake-Eastern Regional Health Authority
492863596,T4S,SYLVAN LAKE,48,4833,Central,4833,Central Zone
492863603,H8S,LACHINE,24,2406,Montréal,2406,Région de Montréal
492863659,T5W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492863774,R2G,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492863866,V2Z,LANGLEY,59,5902,Fraser,591,Fraser
492863867,J4W,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
492863870,S7T,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492863884,V6X,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
492863935,T9K,FORT MCMURRAY,48,4835,North,4835,North Zone
492864014,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal
492864064,B2X,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492864094,E3A,FREDERICTON,13,1303,Zone 3 (Fredericton area),1303,Zone 3 (Fredericton area)
492864110,V9G,LADYSMITH,59,5904,Island,593,Vancouver Island
492864158,T6W,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492864275,V0N,WHISTLER,59,5904,Island,593,Vancouver Island
492864284,T0H,HIGH LEVEL,48,4835,North,4835,North Zone
492864285,T3M,CALGARY,48,4832,Calgary,4832,Calgary Zone
492864374,V9B,VICTORIA,59,5904,Island,593,Vancouver Island
492864378,V7A,RICHMOND,59,5903,Vancouver Coastal,595,Vancouver Coastal
492864420,R0K,CARBERRY,46,4602,Prairie Mountain,4602,Prairie Mountain Health
492864482,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492864507,A0C,BLOOMFIELD,10,1011,Eastern,1011,Eastern Regional Health Authority
492864583,H8Z,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
492864731,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais
492864747,V3T,SURREY,59,5902,Fraser,591,Fraser
492864755,T2B,CALGARY,48,4832,Calgary,4832,Calgary Zone
492864771,V3N,BURNABY,59,5902,Fraser,591,Fraser
492864859,H9E,L'ILE-BIZARD,24,2406,Montréal,2406,Région de Montréal
492864861,T8A,SHERWOOD PARK,48,4834,Edmonton,4834,Edmonton Zone
492864883,T4H,OLDS,48,4833,Central,4833,Central Zone
492864951,T4P,RED DEER,48,4833,Central,4833,Central Zone
492865009,J7W,PINCOURT,24,2416,Montérégie,2416,Région de la Montérégie
492865031,J8X,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492865036,G1N,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
492865070,E4G,PENOBSQUIS,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area)
492865080,T3J,CALGARY,48,4832,Calgary,4832,Calgary Zone
492865120,V6T,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492865157,R2K,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492865228,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal
492865278,T3B,CALGARY,48,4832,Calgary,4832,Calgary Zone
492865315,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone
492865336,T2G,CALGARY,48,4832,Calgary,4832,Calgary Zone
492865354,B3M,HALIFAX,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492865499,V8P,VICTORIA,59,5904,Island,593,Vancouver Island
492865554,T6J,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492865749,V0R,GABRIOLA,59,5904,Island,593,Vancouver Island
492865798,B2V,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492865813,V5X,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492865902,R2J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492865993,T5Z,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492866006,S6H,MOOSE JAW,47,4706,South,476,South
492866065,T5T,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492866107,B0W,TUSKET,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492866109,V0P,SAYWARD,59,5904,Island,593,Vancouver Island
492866142,A1A,ST. JOHN'S,10,1011,Eastern,1011,Eastern Regional Health Authority
492866150,V3H,PORT MOODY,59,5902,Fraser,591,Fraser
492866177,V3E,COQUITLAM,59,5902,Fraser,591,Fraser
492866182,V3B,PORT COQUITLAM,59,5902,Fraser,591,Fraser
492866268,H3X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492866296,T8N,ST. ALBERT,48,4834,Edmonton,4834,Edmonton Zone
492866353,H1G,MONTREAL-NORD,24,2406,Montréal,2406,Région de Montréal
492866696,J2G,GRANBY,24,2405,Estrie,2405,Région de l'Estrie
492866699,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
492866800,B2W,DARTMOUTH,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492866857,J3Y,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie
492867095,A0L,PASADENA,10,1013,Western,1013,Western Regional Health Authority
492867150,T2W,CALGARY,48,4832,Calgary,4832,Calgary Zone
492867197,V8V,VICTORIA,59,5904,Island,593,Vancouver Island
492867198,J2Y,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie
492867242,L1V,PICKERING,35,3530,Durham,3530,Durham Region Health Department
492867424,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492867697,K1J,GLOUCESTER,35,3551,Ottawa,3551,Ottawa Public Health
492868073,E4Z,ELGIN,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area)
492868434,J0S,SAINT-ANICET,24,2416,Montérégie,2416,Région de la Montérégie
492868910,A0B,HEART'S DESIRE,10,1011,Eastern,1011,Eastern Regional Health Authority
492869166,V4M,DELTA,59,5902,Fraser,591,Fraser
492869602,J9X,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue
492869631,A0H,BISHOPS FALLS,10,1012,Central,1012,Central Regional Health Authority
492869824,G1J,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
492870082,V5N,VANCOUVER,59,5903,Vancouver Coastal,595,Vancouver Coastal
492870944,G0M,SAINT-COME-LINIERE,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
492871107,J8T,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492871169,H9S,DORVAL,24,2406,Montréal,2406,Région de Montréal
492871348,R3J,WINNIPEG,46,4601,Winnipeg,4601,Winnipeg Regional Health Authority
492871390,E1B,RIVERVIEW,13,1301,Zone 1 (Moncton area),1301,Zone 1 (Moncton area)
492871582,S7L,SASKATOON,47,4704,Saskatoon,474,Saskatoon
492871731,V5H,BURNABY,59,5902,Fraser,591,Fraser
492871810,E8C,DALHOUSIE,13,1305,Zone 5 (Campbellton area),1305,Zone 5 (Campbellton area)
492872095,B0T,SHELBURNE,12,1201,Zone 1 - Western,1201,Zone 1 - Western
492872176,J7K,MASCOUCHE,24,2414,Lanaudière,2414,Région de Lanaudière
492872191,A0A,HOLYROOD,10,1011,Eastern,1011,Eastern Regional Health Authority
492872199,H1B,POINTE-AUX-TREMBLES,24,2406,Montréal,2406,Région de Montréal
492872222,J7R,SAINT-EUSTACHE,24,2415,Laurentides,2415,Région des Laurentides
492872237,V3N,BURNABY,59,5902,Fraser,591,Fraser
492872393,T6V,EDMONTON,48,4834,Edmonton,4834,Edmonton Zone
492872559,G2E,L'ANCIENNE-LORETTE,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
492872742,H1K,ANJOU,24,2406,Montréal,2406,Région de Montréal
492873277,B0M,DEBERT,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern
492873299,E3N,CAMPBELLTON,13,1305,Zone 5 (Campbellton area),1305,Zone 5 (Campbellton area)
492873370,G9A,TROIS-RIVIERES,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492873493,B2N,TRURO,12,1202,Zone 2 - Northern,1202,Zone 2 - Northern
492873682,G6P,VICTORIAVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492873756,B0N,BROOKFIELD,12,1204,Zone 4 - Central,1204,Zone 4 - Central
492873857,B2A,NORTH SYDNEY,12,1203,Zone 3 - Eastern,1203,Zone 3 - Eastern
492874207,H4R,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
492874364,C1N,SUMMERSIDE,11,1100,Prince Edward Island,1100,Prince Edward Island
492874443,J6W,TERREBONNE,24,2414,Lanaudière,2414,Région de Lanaudière
492874733,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
492874769,E2S,ROTHESAY,13,1302,Zone 2 (Saint John area),1302,Zone 2 (Saint John area)
492877672,T0J,DRUMHELLER,48,4831,South,4831,South Zone
492877692,T2V,CALGARY,48,4832,Calgary,4832,Calgary Zone
492877847,J0N,POINTE-CALUMET,24,2415,Laurentides,2415,Région des Laurentides
492879232,J0X,WAKEFIELD,24,2407,Outaouais,2407,Région de l'Outaouais
492880394,H3K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492880469,H8Z,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
492880613,J1X,MAGOG,24,2405,Estrie,2405,Région de l'Estrie
492881314,H2K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492881693,H2N,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492883051,H3C,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492884798,J9J,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492884968,J5W,L'ASSOMPTION,24,2414,Lanaudière,2414,Région de Lanaudière
492885523,H9H,PIERREFONDS,24,2406,Montréal,2406,Région de Montréal
492885527,H1A,POINTE-AUX-TREMBLES,24,2406,Montréal,2406,Région de Montréal
492886883,G5Z,SAINT-GEORGES,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
492887607,H2S,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492894465,H1E,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492894764,H2T,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492895078,H1J,ANJOU,24,2406,Montréal,2406,Région de Montréal
492896301,J0N,POINTE-CALUMET,24,2415,Laurentides,2415,Région des Laurentides
492896354,G0L,SAINT-PASCAL,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
492901407,J0A,DANVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492903871,H7N,LAVAL,24,2413,Laval,2413,Région de Laval
492904386,H9R,POINTE-CLAIRE,24,2406,Montréal,2406,Région de Montréal
492904468,G6P,VICTORIAVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492907141,J0K,RAWDON,24,2414,Lanaudière,2414,Région de Lanaudière
492911648,H1X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492912141,J4Z,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
492912945,J8L,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492913893,J7Y,SAINT-JEROME,24,2415,Laurentides,2415,Région des Laurentides
492914486,H7N,LAVAL,24,2413,Laval,2413,Région de Laval
492914961,J3B,SAINT-JEAN-SUR-RICHELIEU,24,2416,Montérégie,2416,Région de la Montérégie
492916034,G8C,ALMA,24,2402,Saguenay,2402,Région du Saguenay—Lac-Saint-Jean
492916863,H2L,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492923520,H4A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492924556,H2A,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492924711,K1K,OTTAWA,35,3551,Ottawa,3551,Ottawa Public Health
492929303,H1P,SAINT-LEONARD,24,2406,Montréal,2406,Région de Montréal
492933915,G1H,QUEBEC,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
492938834,J8P,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492939280,J9H,GATINEAU,24,2407,Outaouais,2407,Région de l'Outaouais
492942000,H3X,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492942838,G6L,PLESSISVILLE,24,2404,Mauricie,2404,Région de la Mauricie et du Centre-du-Québec
492945179,J7Y,SAINT-JEROME,24,2415,Laurentides,2415,Région des Laurentides
492948276,G5L,RIMOUSKI,24,2401,Bas-Saint-Laurent,2401,Région du Bas-Saint-Laurent
492974868,J6A,REPENTIGNY,24,2414,Lanaudière,2414,Région de Lanaudière
492978908,J3Y,SAINT-HUBERT,24,2416,Montérégie,2416,Région de la Montérégie
492979639,J0S,SAINT-ANICET,24,2416,Montérégie,2416,Région de la Montérégie
492982680,J0Z,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue
492983697,J0Z,ROUYN-NORANDA,24,2408,Abitibi-Témiscamingue,2408,Région de l'Abitibi-Témiscamingue
492984366,J4X,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
492985721,H2K,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492986671,H4R,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
492987043,H3W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492988265,G0A,BOISCHATEL,24,2403,Capitale-Nationale,2403,Région de la Capitale-Nationale
492989117,H1Z,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492990308,G5Y,SAINT-GEORGES,24,2412,Chaudière-Appalaches,2412,Région de la Chaudière-Appalaches
492991224,J4Y,BROSSARD,24,2416,Montérégie,2416,Région de la Montérégie
492992721,H2L,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492992799,H9S,DORVAL,24,2406,Montréal,2406,Région de Montréal
492992865,H3M,MONTREAL,24,2406,Montréal,2406,Région de Montréal
492992875,H4W,COTE SAINT-LUC,24,2406,Montréal,2406,Région de Montréal
492994977,H3W,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493001382,G0W,SAINT-GEDEON,24,2402,Saguenay,2402,Région du Saguenay—Lac-Saint-Jean
493003103,J0E,SUTTON,24,2405,Estrie,2405,Région de l'Estrie
493003807,H9P,DORVAL,24,2406,Montréal,2406,Région de Montréal
493005323,H4V,MONTREAL,24,2406,Montréal,2406,Région de Montréal
493006479,H8P,LASALLE,24,2406,Montréal,2406,Région de Montréal
493009132,H4N,SAINT-LAURENT,24,2406,Montréal,2406,Région de Montréal
493014463,J2K,COWANSVILLE,24,2405,Estrie,2405,Région de l'Estrie
